"","trialID","a1","a2","b1","b2","c1","c2","timestep","last_observation","est_a1","est_a2","est_b1","est_b2","est_c1","est_c2","est_avalue","est_bvalue","est_cvalue","currentbest","evi","pchangemind"
"1",1,-1,1,0,0,-1.2,0.8,1,"priors",-0.0107776995106255,-0.0293732341671072,0.0257734541165643,0.00527698014205344,0.0151451637112677,0.00103250238784305,-0.0401509336777327,0.0310504342586177,0.0161776660991108,2,1.72883720359493,0.8265
"2",2,-1,1,0,0,-0.2,-0.2,1,"priors",-0.00840000104663828,-0.0200169720962763,0.0194467939351686,-0.019077493242207,-0.0128082937550836,-0.0122327870299482,-0.0284169731429146,0.00036930069296161,-0.0250410807850318,2,1.17641608823428,0.6595
"3",3,-1,1,0,0,-0.5,0.5,1,"priors",0.00151884017777026,0.000122940274790307,0.00148153601736917,0.0011652900505945,-0.0428622645920533,-0.0168749945799978,0.00164178045256057,0.00264682606796367,-0.0597372591720511,2,1.14833697491606,0.668
"4",4,-1,1,0,0,-0.8,0.8,1,"priors",0.00812065435969368,-0.0133295666327215,-0.00364968955964901,-0.00234341929243697,-0.0100815307753542,-0.0128609330385151,-0.0052089122730278,-0.00599310885208598,-0.0229424638138693,1,1.17131995315145,0.6655
"5",5,-1,1,0,0,-0.2,0.2,1,"priors",-0.0126392742913482,-0.0370709911836665,-0.0192670443927947,0.0365663987290824,-0.0076663545628012,-0.0122380305075134,-0.0497102654750146,0.0172993543362877,-0.0199043850703146,2,1.18342005289152,0.653
"6",6,-1,1,0,0,-1.2,0.8,1,"priors",-0.0343694899274009,-0.0523165563487913,0.012178564341686,-0.0134638561193078,-0.0187952464264942,0.014016717716701,-0.0866860462761922,-0.00128529177762176,-0.0047785287097932,2,1.18420817651425,0.673
"7",7,-1,1,0,0,-0.2,-0.2,1,"priors",0.0184302990424503,0.0050728445688628,-0.015503755195194,-0.0304392038914377,-0.00967837266859017,0.00770500668092083,0.0235031436113131,-0.0459429590866317,-0.00197336598766935,1,1.12701760115336,0.664
"8",8,-1,1,0,0,-0.5,0.5,1,"priors",0.0481689311413046,-0.0270879497034653,-0.0197900192707613,0.0149391475260235,-0.00126566358380883,-0.00430138046877438,0.0210809814378393,-0.0048508717447378,-0.00556704405258321,1,1.17192170154672,0.6475
"9",9,-1,1,0,0,-0.8,0.8,1,"priors",-0.00465870945397678,-0.00270965358080271,0.0313496936810235,0.0265644657910365,-0.0218452502025451,-0.00264824058340771,-0.0073683630347795,0.05791415947206,-0.0244934907859528,2,1.16310073351647,0.645
"10",10,-1,1,0,0,-0.2,0.2,1,"priors",0.0182983535758391,-0.00493757102726473,-0.0145449263055692,-0.017119990126016,0.0191401343004494,0.0238185318341375,0.0133607825485744,-0.0316649164315852,0.0429586661345869,3,1.16230677234147,0.6645
"11",1,-1,1,0,0,-1.2,0.8,2,"type:ord,opt1:2,opt2:3,feature:1,obs:1.90450220031275",-0.00527843862222972,-0.00967498555118758,0.845342299368691,-0.00179741910375034,-0.847258779695011,-0.00216989332343635,-0.0149534241734173,0.843544880264941,-0.849428673018447,2,0.958663874527605,0.625
"12",2,-1,1,0,0,-0.2,-0.2,2,"type:ord,opt1:2,opt2:3,feature:2,obs:0.787413543708529",0.0018886070123869,0.0164401348267958,0.00464451909871566,0.366172558540375,0.025044196178866,-0.345068708486286,0.0183287418391827,0.370817077639091,-0.32002451230742,2,0.767971595659396,0.5525
"13",3,-1,1,0,0,-0.5,0.5,2,"type:ord,opt1:1,opt2:2,feature:1,obs:-1.45230588846647",-0.657489578495689,0.000360545530210091,0.629892612127909,0.00101557133753247,-0.0138012680851801,0.00381528622467755,-0.657129032965478,0.630908183465441,-0.00998598186050257,2,0.549211369491228,0.4435
"14",4,-1,1,0,0,-0.8,0.8,2,"type:ord,opt1:1,opt2:2,feature:2,obs:1.07913998057099",-0.00344925662705279,0.47054490035275,-0.0121934152858024,-0.483077685223616,-0.0324161706610222,-0.0097874225312948,0.467095643725697,-0.495271100509419,-0.042203593192317,1,0.680101412459094,0.5075
"15",5,-1,1,0,0,-0.2,0.2,2,"type:ord,opt1:1,opt2:2,feature:1,obs:-0.929111316453098",-0.391045100280029,0.00857914551471588,0.411541749326512,0.0113388389641394,-0.00279510614488171,0.0244327027851438,-0.382465954765314,0.422880588290652,0.0216375966402621,2,0.746735843162736,0.5365
"16",6,-1,1,0,0,-1.2,0.8,2,"type:ord,opt1:2,opt2:3,feature:1,obs:1.83188679690762",0.00589417295896135,-0.00724718020895152,0.816929450223813,-0.0143001647366915,-0.797993739446479,-0.0179803756864571,-0.00135300724999017,0.802629285487122,-0.815974115132936,2,0.458686667698299,0.391
"17",7,-1,1,0,0,-0.2,-0.2,2,"type:ord,opt1:1,opt2:2,feature:2,obs:0.822852423583383",0.015702708960365,0.361736143220169,0.00749220018243095,-0.377487003204787,0.00688942294028698,0.0127465778348131,0.377438852180534,-0.369994803022356,0.0196360007751001,1,0.754591703147037,0.551
"18",8,-1,1,0,0,-0.5,0.5,2,"type:ord,opt1:1,opt2:3,feature:1,obs:-0.473422258133673",-0.217407480079066,-0.0241735363171109,0.024752451106665,-0.0156464058140598,0.206304886626498,0.00860258012536638,-0.241581016396177,0.00910604529260512,0.214907466751864,3,0.841202996709637,0.597
"19",9,-1,1,0,0,-0.8,0.8,2,"type:ord,opt1:1,opt2:3,feature:2,obs:-0.739908873689231",0.0052962942020262,-0.321953268993516,0.0328154200975741,0.00112806723434649,-0.00630286666390824,0.326508755958784,-0.31665697479149,0.0339434873319206,0.320205889294876,3,0.810659142819457,0.575
"20",10,-1,1,0,0,-0.2,0.2,2,"type:ord,opt1:2,opt2:3,feature:1,obs:0.822221650206524",0.0188467610964021,0.00340650088011482,0.38056385881983,0.000305349394366736,-0.356024082662376,-0.0184308098079502,0.022253261976517,0.380869208214196,-0.374454892470326,2,0.710356428728169,0.554
"21",1,-1,1,0,0,-1.2,0.8,3,"type:ord,opt1:2,opt2:3,feature:2,obs:-1.48603048368737",0.0459672672447559,0.000963664201166356,0.852880453201425,-0.686488005507293,-0.841829247167382,0.640220284727327,0.0469309314459223,0.166392447694132,-0.201608962440055,2,1.00533822007537,0.7
"22",2,-1,1,0,0,-0.2,-0.2,3,"type:ord,opt1:1,opt2:2,feature:1,obs:-0.679564047370232",-0.30335776096371,0.0218939025554733,0.292217597811964,0.321214699713237,0.020277304542133,-0.371207528480533,-0.281463858408236,0.613432297525201,-0.3509302239384,2,0.335834232310307,0.409
"23",3,-1,1,0,0,-0.5,0.5,3,"type:ord,opt1:2,opt2:3,feature:2,obs:-0.0627701161561981",-0.655372938071363,-0.00181555943453089,0.641118605661336,-0.0368849263873768,-0.0141632758650347,0.0207209075640491,-0.657188497505894,0.604233679273959,0.00655763169901445,2,0.385048354237816,0.4135
"24",4,-1,1,0,0,-0.8,0.8,3,"type:ord,opt1:1,opt2:3,feature:1,obs:0.339060814891328",0.172473233657824,0.495072077965928,-0.0144374395529118,-0.475981864665642,-0.154206036739208,0.0170623046262393,0.667545311623752,-0.490419304218554,-0.137143732112969,1,0.318988825632716,0.383
"25",5,-1,1,0,0,-0.2,0.2,3,"type:ord,opt1:2,opt2:3,feature:2,obs:-0.0231924459670868",-0.41829539072558,-0.0330838377404745,0.411353660954885,2.3837551602191e-05,-0.00616316890823397,0.00896574310976748,-0.451379228466055,0.411377498506487,0.00280257420153351,2,0.497609314275388,0.519
"26",6,-1,1,0,0,-1.2,0.8,3,"type:ord,opt1:1,opt2:3,feature:1,obs:0.127354373749423",-0.368317590792785,0.0214612156825085,1.00198184247514,-0.000221340393897192,-0.586135707159818,-0.0148690044729486,-0.346856375110276,1.00176050208124,-0.601004711632767,2,0.234924422882755,0.2755
"27",7,-1,1,0,0,-0.2,-0.2,3,"type:ord,opt1:1,opt2:3,feature:1,obs:-0.665417993622493",-0.287629382793247,0.386154179008035,0.0208072478105124,-0.344220134610069,0.309236818016095,-0.00275324036322391,0.0985247962147877,-0.323412886799557,0.306483577652871,3,0.638649966210387,0.5315
"28",8,-1,1,0,0,-0.5,0.5,3,"type:ord,opt1:2,opt2:3,feature:2,obs:-0.614622371175042",-0.212757308991746,-0.0125925761413534,-0.0107822997204246,-0.281506855051238,0.209198255964316,0.28954551375305,-0.225349885133099,-0.292289154771663,0.498743769717366,3,0.433073872662949,0.4605
"29",9,-1,1,0,0,-0.8,0.8,3,"type:ord,opt1:2,opt2:3,feature:2,obs:0.0171409671837337",0.00302039454692377,-0.393440619379458,0.0151552613746578,0.207041694465176,0.000808596825302246,0.245569796552466,-0.390420224832535,0.222196955839834,0.246378393377768,3,0.726482168319222,0.5845
"30",10,-1,1,0,0,-0.2,0.2,3,"type:ord,opt1:1,opt2:2,feature:2,obs:0.945797746715023",0.013661450805753,0.4259659033365,0.347205766091884,-0.433175635343065,-0.392357853565943,0.00681860864596093,0.439627354142253,-0.0859698692511812,-0.385539244919982,1,0.50530341816486,0.4585
