"","timestep","trial","opt1","opt2","feature","obs"
"1",1,2,1,2,1,-0.412586456291471
"2",1,3,1,2,1,-1.45230588846647
"3",1,4,1,3,1,-0.120860019429015
"4",1,5,1,2,2,1.0708886835469
"5",1,7,1,3,1,-0.977147576416617
"6",1,8,1,3,2,0.526577741866327
"7",1,9,1,3,1,-1.13990887368923
"8",2,2,2,3,2,0.520435952629768
"9",2,4,1,2,2,1.53906081489133
"10",2,5,1,3,2,0.976807554032913
"11",2,6,1,3,2,0.127354373749423
"12",2,7,2,3,1,0.334582006377507
"13",2,8,1,2,1,-1.11462237117504
"14",2,10,2,3,1,0.145797746715023
"15",3,2,1,2,2,1.81289767565293
"16",3,3,2,3,2,-0.272592021187414
"17",3,4,1,3,2,0.341186469697999
"18",3,5,1,2,1,-0.817103568183132
"19",3,6,2,3,2,-0.304269357477901
"20",3,7,2,3,2,-0.359056415024329
"21",3,9,2,3,1,0.872594583918115
"22",4,2,1,2,2,0.969453951357603
"23",4,4,1,3,2,-0.44907223310002
"24",4,5,1,3,1,-0.791345273213006
"25",4,7,1,3,2,0.397868890316505
"26",4,9,1,3,2,-0.173117323363947
"27",5,2,1,3,1,-1.53107535779791
"28",5,3,1,2,2,1.99636733587525
"29",5,4,1,3,1,-0.922487464257841
"30",5,7,2,3,1,-0.443511209695158
"31",5,9,2,3,2,-0.0914600395069138
"32",5,10,1,2,1,-1.27239559580976
"33",6,2,1,3,2,1.56827922932842
"34",6,4,1,2,1,-0.564138695003717
"35",6,5,1,3,1,0.206658071174471
"36",6,6,2,3,2,-1.36659446225723
"37",6,7,1,3,1,-0.684280603036362
"38",6,8,2,3,2,-0.365839536412065
"39",6,10,1,3,1,-0.743447907520803
"40",7,4,2,3,1,1.27979656850593
"41",7,6,2,3,1,1.53507865005526
"42",7,7,2,3,2,-0.549039075176537
