ordobs,a,b,tolerance,noise
1,-0.25,1.25,0.3,0.3
1,-0.25,1.25,0.3,0.3
1,-0.25,1.25,0.3,0.3
1,-0.25,1.25,0.3,0.3
1,-0.25,1.25,0.3,0.3
1,-0.25,1.25,0.3,0.3
1,-0.25,1.25,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.5,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
1,-0.25,1.75,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-2,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.75,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.5,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
2,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
3,0,-1.25,0.3,0.3
2,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-1,0.3,0.3
2,0,-1,0.3,0.3
3,0,-1,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
2,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
2,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
3,0,-0.75,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
3,0,-0.5,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
1,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
3,0,-0.25,0.3,0.3
2,0,-0.25,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
1,0,0,0.3,0.3
3,0,0,0.3,0.3
3,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
1,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
1,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
1,0,0,0.3,0.3
2,0,0,0.3,0.3
3,0,0,0.3,0.3
1,0,0,0.3,0.3
2,0,0,0.3,0.3
3,0,0,0.3,0.3
2,0,0,0.3,0.3
1,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
1,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
3,0,0,0.3,0.3
3,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
1,0,0,0.3,0.3
2,0,0,0.3,0.3
3,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
1,0,0.25,0.3,0.3
2,0,0.25,0.3,0.3
2,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
2,0,0.5,0.3,0.3
1,0,0.5,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
2,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
2,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
2,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,0.75,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.25,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
1,0,1.5,0.3,0.3
