"","trialID","a1","a2","b1","b2","c1","c2","timestep","last_observation","est_a1","est_a2","est_b1","est_b2","est_c1","est_c2","est_avalue","est_bvalue","est_cvalue","currentbest","evi","pchangemind"
"1",1,-1,0,0,-1,-1.2,-0.2,1,"priors",-0.0107776995106255,-0.0293732341671072,0.0257734541165643,0.00527698014205344,0.0151451637112677,0.00103250238784305,-0.0401509336777327,0.0310504342586177,0.0161776660991108,2,1.72883720359493,0.8265
"2",2,-1,0,0,-1,-0.2,-1.2,1,"priors",-0.00840000104663828,-0.0200169720962763,0.0194467939351686,-0.019077493242207,-0.0128082937550836,-0.0122327870299482,-0.0284169731429146,0.00036930069296161,-0.0250410807850318,2,1.17641608823428,0.6595
"3",3,-1,0,0,-1,-0.5,-0.5,1,"priors",0.00151884017777026,0.000122940274790307,0.00148153601736917,0.0011652900505945,-0.0428622645920533,-0.0168749945799978,0.00164178045256057,0.00264682606796367,-0.0597372591720511,2,1.14833697491606,0.668
"4",4,-1,0,0,-1,-0.8,-0.2,1,"priors",0.00812065435969368,-0.0133295666327215,-0.00364968955964901,-0.00234341929243697,-0.0100815307753542,-0.0128609330385151,-0.0052089122730278,-0.00599310885208598,-0.0229424638138693,1,1.17131995315145,0.6655
"5",5,-1,0,0,-1,-0.2,-0.8,1,"priors",-0.0126392742913482,-0.0370709911836665,-0.0192670443927947,0.0365663987290824,-0.0076663545628012,-0.0122380305075134,-0.0497102654750146,0.0172993543362877,-0.0199043850703146,2,1.18342005289152,0.653
"6",6,-1,0,0,-1,-1.2,-0.2,1,"priors",-0.0343694899274009,-0.0523165563487913,0.012178564341686,-0.0134638561193078,-0.0187952464264942,0.014016717716701,-0.0866860462761922,-0.00128529177762176,-0.0047785287097932,2,1.18420817651425,0.673
"7",7,-1,0,0,-1,-0.2,-1.2,1,"priors",0.0184302990424503,0.0050728445688628,-0.015503755195194,-0.0304392038914377,-0.00967837266859017,0.00770500668092083,0.0235031436113131,-0.0459429590866317,-0.00197336598766935,1,1.12701760115336,0.664
"8",8,-1,0,0,-1,-0.5,-0.5,1,"priors",0.0481689311413046,-0.0270879497034653,-0.0197900192707613,0.0149391475260235,-0.00126566358380883,-0.00430138046877438,0.0210809814378393,-0.0048508717447378,-0.00556704405258321,1,1.17192170154672,0.6475
"9",9,-1,0,0,-1,-0.8,-0.2,1,"priors",-0.00465870945397678,-0.00270965358080271,0.0313496936810235,0.0265644657910365,-0.0218452502025451,-0.00264824058340771,-0.0073683630347795,0.05791415947206,-0.0244934907859528,2,1.16310073351647,0.645
"10",10,-1,0,0,-1,-0.2,-0.8,1,"priors",0.0182983535758391,-0.00493757102726473,-0.0145449263055692,-0.017119990126016,0.0191401343004494,0.0238185318341375,0.0133607825485744,-0.0316649164315852,0.0429586661345869,3,1.16230677234147,0.6645
"11",1,-1,0,0,-1,-1.2,-0.2,2,"type:ord,opt1:1,opt2:2,feature:1,obs:-0.91191524437149",-0.385814118210754,0.0161311582903318,0.410463226959869,0.00850241352069961,-0.00685520471312203,-0.014240312608861,-0.369682959920422,0.418965640480568,-0.021095517321983,2,1.05836221800617,0.6795
"12",2,-1,0,0,-1,-0.2,-1.2,2,"type:ord,opt1:1,opt2:3,feature:2,obs:1.18490833198387",0.0143587386966767,0.543188598113538,0.00719505716313404,0.0184695339527635,0.00458079482044374,-0.527173213033021,0.557547336810215,0.0256645911158975,-0.522592418212577,1,0.591103988416932,0.4755
"13",3,-1,0,0,-1,-0.5,-0.5,2,"type:ord,opt1:1,opt2:2,feature:1,obs:0.279094305087241",0.119459819340025,0.00997274990225346,-0.142501563954607,-0.019877245074045,0.000108066836380221,-0.00299606212148238,0.129432569242279,-0.162378809028652,-0.00288799528510216,1,0.913356296663189,0.6205
"14",4,-1,0,0,-1,-0.8,-0.2,2,"type:ord,opt1:1,opt2:2,feature:2,obs:1.71851648282269",-0.0172163889842784,0.754446626718803,-0.0122092297379153,-0.768625249416442,0.00370476610163735,-0.0141744125128571,0.737230237734525,-0.780834479154357,-0.0104696464112198,1,0.496898725119593,0.413
"15",5,-1,0,0,-1,-0.2,-0.8,2,"type:ord,opt1:1,opt2:2,feature:1,obs:-0.805900821706543",-0.358267987559501,-0.0109209491683556,0.358140173380543,0.0134599599065098,0.000110399849707072,0.0155701447893944,-0.369188936727856,0.371600133287052,0.0156805446391015,2,0.742596760880854,0.5705
"16",6,-1,0,0,-1,-1.2,-0.2,2,"type:ord,opt1:1,opt2:3,feature:2,obs:-0.729277760723021",-0.00493918161815086,-0.342061307831911,-0.00324418965220774,0.00675019706013378,0.00452150495531062,0.308372440470502,-0.347000489450061,0.00350600740792604,0.312893945425813,3,0.769790094130548,0.552
"17",7,-1,0,0,-1,-0.2,-1.2,2,"type:ord,opt1:1,opt2:2,feature:2,obs:0.638857801658404",0.00774984566946134,0.293686639346185,-0.00329703522511436,-0.26504202924964,-0.00902471489560276,0.0130004342499951,0.301436485015647,-0.268339064474755,0.00397571935439232,1,0.811041831793665,0.5805
"18",8,-1,0,0,-1,-0.5,-0.5,2,"type:ord,opt1:1,opt2:3,feature:1,obs:-0.450104280696058",-0.197863853851484,-0.00909472565189519,0.000730660451222922,-0.0188859925165388,0.19338782534524,-0.00692107648518736,-0.206958579503379,-0.0181553320653159,0.186466748860052,3,0.866097404292214,0.5985
"19",9,-1,0,0,-1,-0.8,-0.2,2,"type:ord,opt1:1,opt2:2,feature:1,obs:-0.937939552386155",-0.419207881621251,0.0105276075355027,0.415591977155505,0.0227785611292846,-0.024725263938792,-0.0211741948379531,-0.408680274085748,0.438370538284789,-0.0458994587767451,2,0.651448277533965,0.511
"20",10,-1,0,0,-1,-0.2,-0.8,2,"type:ord,opt1:1,opt2:3,feature:2,obs:1.62139613818415",0.00500166622306363,0.712876195484961,-0.0296286915694881,0.00531906196443387,-0.0283500856992685,-0.74388810560298,0.717877861708025,-0.0243096296050542,-0.772238191302248,1,0.48870586499141,0.4045
"21",1,-1,0,0,-1,-1.2,-0.2,3,"type:ord,opt1:1,opt2:3,feature:1,obs:-0.178044073295431",-0.339664832288617,-0.0260977260496687,0.463331508321245,-0.0120031126586022,-0.132331861025434,-0.000502094872349799,-0.365762558338286,0.451328395662643,-0.132833955897783,2,0.999657946199121,0.6805
"22",2,-1,0,0,-1,-0.2,-1.2,3,"type:ord,opt1:1,opt2:2,feature:2,obs:0.95777950827744",0.00332277452712758,0.67657019905507,-0.00675574016941153,-0.231873090691148,0.0230241584723371,-0.414196111409443,0.679892973582197,-0.238628830860559,-0.391171952937106,1,0.40546024378161,0.397
"23",3,-1,0,0,-1,-0.5,-0.5,3,"type:ord,opt1:1,opt2:3,feature:1,obs:0.0832672831088701",0.123536583999201,-0.0107442037502821,-0.111216659525857,0.0216172058800392,0.0360003872203337,-0.00506562375253818,0.112792380248919,-0.0895994536458175,0.0309347634677956,1,0.817472504646782,0.649
