"","trialID","a1","a2","b1","b2","c1","c2","timestep","last_observation","est_a1","est_a2","est_b1","est_b2","est_c1","est_c2","est_avalue","est_bvalue","est_cvalue","currentbest","evi","pchangemind"
"1",1,-1,1,0,0,-1.2,0.8,1,"priors",-0.0107776995106255,-0.0293732341671072,0.0257734541165643,0.00527698014205344,0.0151451637112677,0.00103250238784305,-0.0401509336777327,0.0310504342586177,0.0161776660991108,2,1.72883720359493,0.8265
"2",2,-1,1,0,0,-0.2,-0.2,1,"priors",-0.00840000104663828,-0.0200169720962763,0.0194467939351686,-0.019077493242207,-0.0128082937550836,-0.0122327870299482,-0.0284169731429146,0.00036930069296161,-0.0250410807850318,2,1.17641608823428,0.6595
"3",3,-1,1,0,0,-0.5,0.5,1,"priors",0.00151884017777026,0.000122940274790307,0.00148153601736917,0.0011652900505945,-0.0428622645920533,-0.0168749945799978,0.00164178045256057,0.00264682606796367,-0.0597372591720511,2,1.14833697491606,0.668
"4",4,-1,1,0,0,-0.8,0.8,1,"priors",0.00812065435969368,-0.0133295666327215,-0.00364968955964901,-0.00234341929243697,-0.0100815307753542,-0.0128609330385151,-0.0052089122730278,-0.00599310885208598,-0.0229424638138693,1,1.17131995315145,0.6655
"5",5,-1,1,0,0,-0.2,0.2,1,"priors",-0.0126392742913482,-0.0370709911836665,-0.0192670443927947,0.0365663987290824,-0.0076663545628012,-0.0122380305075134,-0.0497102654750146,0.0172993543362877,-0.0199043850703146,2,1.18342005289152,0.653
"6",6,-1,1,0,0,-1.2,0.8,1,"priors",-0.0343694899274009,-0.0523165563487913,0.012178564341686,-0.0134638561193078,-0.0187952464264942,0.014016717716701,-0.0866860462761922,-0.00128529177762176,-0.0047785287097932,2,1.18420817651425,0.673
"7",7,-1,1,0,0,-0.2,-0.2,1,"priors",0.0184302990424503,0.0050728445688628,-0.015503755195194,-0.0304392038914377,-0.00967837266859017,0.00770500668092083,0.0235031436113131,-0.0459429590866317,-0.00197336598766935,1,1.12701760115336,0.664
"8",8,-1,1,0,0,-0.5,0.5,1,"priors",0.0481689311413046,-0.0270879497034653,-0.0197900192707613,0.0149391475260235,-0.00126566358380883,-0.00430138046877438,0.0210809814378393,-0.0048508717447378,-0.00556704405258321,1,1.17192170154672,0.6475
"9",9,-1,1,0,0,-0.8,0.8,1,"priors",-0.00465870945397678,-0.00270965358080271,0.0313496936810235,0.0265644657910365,-0.0218452502025451,-0.00264824058340771,-0.0073683630347795,0.05791415947206,-0.0244934907859528,2,1.16310073351647,0.645
"10",10,-1,1,0,0,-0.2,0.2,1,"priors",0.0182983535758391,-0.00493757102726473,-0.0145449263055692,-0.017119990126016,0.0191401343004494,0.0238185318341375,0.0133607825485744,-0.0316649164315852,0.0429586661345869,3,1.16230677234147,0.6645
"11",1,-1,1,0,0,-1.2,0.8,2,"type:calc,option:2,feature:2,obs:0.0880847556285095",0.017763935278081,0.000715340512632178,-0.00206318423861129,0.0726896048744845,-0.0125676707500424,0.00290723250635454,0.0184792757907132,0.0706264206358732,-0.00966043824368789,2,1.34891190996791,0.773
"12",2,-1,1,0,0,-0.2,-0.2,2,"type:ord,opt1:1,opt2:3,feature:2,obs:1.18490833198387",-0.060352461772947,0.383562839150143,-0.0322263829772615,0.0201334946843869,0.00092541162566875,-0.390564270064821,0.323210377377196,-0.0120928882928746,-0.389638858439153,1,0.765793070832599,0.5595
"13",3,-1,1,0,0,-0.5,0.5,2,"type:ord,opt1:2,opt2:3,feature:1,obs:1.77909430508724",0.0193241590828338,0.0144700910726036,0.5713622700792,-0.00147729331907631,-0.614508311950534,-0.00599375891043572,0.0337942501554374,0.569884976760124,-0.620502070860969,2,0.612251808262682,0.472
"14",4,-1,1,0,0,-0.8,0.8,2,"type:ord,opt1:1,opt2:2,feature:2,obs:1.71851648282269",-0.0228802774595076,0.526335495067188,-0.0244377665985972,-0.600170834787563,0.032154145201426,-0.0125879863185505,0.503455217607681,-0.62460860138616,0.0195661588828756,1,0.628068260514869,0.498
"15",5,-1,1,0,0,-0.2,0.2,2,"type:ord,opt1:1,opt2:2,feature:1,obs:-0.805900821706543",-0.286611597217105,0.0125893959341969,0.261063114133886,-0.00714442111119161,0.0421274268273277,-0.0169567468899658,-0.274022201282909,0.253918693022695,0.0251706799373619,2,0.824779785209658,0.5765
"16",6,-1,1,0,0,-1.2,0.8,2,"type:ord,opt1:2,opt2:3,feature:1,obs:0.270722239276979",-0.0135732210708728,-0.0211486521998057,0.0894337146118777,0.0204381474074853,-0.109290716724249,0.00518721443266735,-0.0347218732706785,0.109871862019363,-0.104103502291582,2,0.981202056030964,0.6435
"17",7,-1,1,0,0,-0.2,-0.2,2,"type:ord,opt1:1,opt2:2,feature:1,obs:-1.3611421983416",-0.456710890569281,-0.0105687056288634,0.447133860215897,-0.0154734996238617,0.000503095376788717,-0.00763824880110569,-0.467279596198144,0.431660360592035,-0.00713515342431697,2,0.70534074746137,0.5215
"18",8,-1,1,0,0,-0.5,0.5,2,"type:ord,opt1:2,opt2:3,feature:2,obs:-0.450104280696058",0.0160735996011881,-0.0326160796432022,-0.00503598145487832,-0.162222912005499,-0.0118385744892113,0.119752658528337,-0.0165424800420141,-0.167258893460377,0.107914084039125,3,0.949163624511882,0.64
"19",9,-1,1,0,0,-0.8,0.8,2,"type:ord,opt1:1,opt2:2,feature:2,obs:1.06206044761384",0.00804824285103768,0.355981656031892,-0.0212410031174814,-0.343387786646373,0.0179723425353014,0.0513856272459136,0.36402989888293,-0.364628789763854,0.069357969781215,1,0.804535509748131,0.555
"20",10,-1,1,0,0,-0.2,0.2,2,"type:ord,opt1:2,opt2:3,feature:1,obs:1.02139613818415",0.00554740487744473,0.0410748920855296,0.365547469603338,-0.0146086327942462,-0.310484063878751,-0.00827623254189096,0.0466222969629744,0.350938836809092,-0.318760296420642,2,0.78201223457242,0.5405
"21",1,-1,1,0,0,-1.2,0.8,3,"type:ord,opt1:1,opt2:2,feature:1,obs:-1.37804407329543",-0.473373284037144,-0.0254149808871812,0.446074003741002,0.0737593806549244,0.000357234544722341,0.00558873481554251,-0.498788264924326,0.519833384395927,0.00594596936026485,2,1.06975134523877,0.7655
"22",2,-1,1,0,0,-0.2,-0.2,3,"type:ord,opt1:1,opt2:2,feature:1,obs:-1.04222049172256",-0.328739548026735,0.379281460476119,0.378825942994653,0.00563126037375868,-0.0249766277622914,-0.381949213107791,0.0505419124493842,0.384457203368412,-0.406925840870083,2,0.629039914752922,0.505
"23",3,-1,1,0,0,-0.5,0.5,3,"type:ord,opt1:1,opt2:2,feature:2,obs:1.58326728310887",0.0272913117024959,0.512277962285506,0.589549549407416,-0.550396111355129,-0.597356828136994,-0.019442210073584,0.539569273988002,0.0391534380522869,-0.616799038210578,1,0.519598806724379,0.4445
"24",4,-1,1,0,0,-0.8,0.8,3,"type:ord,opt1:1,opt2:3,feature:2,obs:0.187862096927785",0.00884660435715088,0.487608056866697,0.0170112803499333,-0.620040705719087,0.00893996119826542,0.161392504996864,0.496454661223848,-0.603029425369154,0.170332466195129,1,0.605678250924798,0.5075
"25",5,-1,1,0,0,-0.2,0.2,3,"type:ord,opt1:2,opt2:3,feature:2,obs:-0.191880653717555",-0.304169309955656,-0.0221096337804976,0.254336499796941,-0.0842016223698562,0.00355774636533935,0.0599721065570481,-0.326278943736153,0.170134877427085,0.0635298529223875,2,0.793889256237939,0.6095
"26",6,-1,1,0,0,-1.2,0.8,3,"type:calc,option:1,feature:1,obs:-1.33744547522502",-1.06244918944511,-0.00043198925223099,0.0702295635757941,0.023107866063098,-0.0983308707102906,0.00835092073796921,-1.06288117869735,0.0933374296388921,-0.0899799499723214,2,0.638557072170415,0.5115
"27",7,-1,1,0,0,-0.2,-0.2,3,"type:calc,option:2,feature:2,obs:-0.571448165143562",-0.481693599331496,0.0184927896054306,0.426722875311203,-0.45334886595163,0.0116888723350922,-0.0170988693466185,-0.463200809726065,-0.0266259906404275,-0.00540999701152635,3,0.836491318729509,0.5815
"28",8,-1,1,0,0,-0.5,0.5,3,"type:ord,opt1:1,opt2:3,feature:1,obs:-1.29746209667547",-0.427182536587579,0.0299441014611702,-0.0197826868366153,-0.159200804390982,0.432493306895066,0.138314534528509,-0.397238435126408,-0.178983491227597,0.570807841423575,3,0.479909145340348,0.476
"29",9,-1,1,0,0,-0.8,0.8,3,"type:ord,opt1:1,opt2:3,feature:2,obs:0.115213818102734",0.0129436763214358,0.282574611636247,0.00789175458803195,-0.391373966635178,-0.00302289948300611,0.0950843811153082,0.295518287957683,-0.383482212047146,0.0920614816323021,1,0.737289682589614,0.583
"30",10,-1,1,0,0,-0.2,0.2,3,"type:ord,opt1:1,opt2:2,feature:2,obs:0.766238474951234",0.0295098028064419,0.226067446914293,0.375069609976875,-0.248978599158974,-0.315572939603885,-0.0181398627466775,0.255577249720735,0.126091010817901,-0.333712802350563,1,0.750066778519489,0.5745
